"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","lrscale","gndr","agea","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","impdiff","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun","prob","stratum","psu"
"ESS10e03_2",10,"3.2","02.11.2023",19328,"EE",0.99947894,1.1848725,0.072088,0.085415095,5,1,52,4,4,2,6,2,3,5,1,2,2,2,2,5,2,3,3,5,2,2,4,2,0.0030072134,439,7212
"ESS10e03_2",10,"3.2","02.11.2023",19335,"EE",0.9993511,0.7790892,0.072088,0.056162987,10,1,59,2,3,2,2,2,4,4,1,2,2,2,2,2,2,4,2,2,2,1,2,2,0.003007598,436,6253
"ESS10e03_2",10,"3.2","02.11.2023",19357,"EE",1.0010029,0.7566757,0.072088,0.054547243,3,2,70,5,5,2,5,2,5,5,3,3,2,2,2,5,4,5,3,5,1,2,2,5,0.0030026352,443,7624
"ESS10e03_2",10,"3.2","02.11.2023",19372,"EE",0.9990817,0.77887917,0.072088,0.056147844,5,1,75,3,4,3,4,2,5,2,2,1,3,1,5,6,2,5,2,5,1,2,3,5,0.003008409,441,6691
"ESS10e03_2",10,"3.2","02.11.2023",19382,"EE",0.99883705,1.0810459,0.072088,0.077930436,3,1,78,6,6,1,5,5,5,6,1,2,6,2,3,6,2,5,1,5,1,2,4,3,0.0030091458,438,6480
"ESS10e03_2",10,"3.2","02.11.2023",19393,"EE",1.0010029,0.7566757,0.072088,0.054547243,5,2,56,2,5,3,3,2,2,3,1,4,2,2,1,3,4,5,3,6,1,2,2,5,0.0030026352,443,6687
"ESS10e03_2",10,"3.2","02.11.2023",19396,"EE",1.0009022,0.7303744,0.072088,0.05265123,5,2,72,2,2,1,1,2,2,5,4,2,1,1,2,1,1,2,1,1,1,1,1,1,0.0030029372,437,7398
"ESS10e03_2",10,"3.2","02.11.2023",19398,"EE",1.0001954,0.9841364,0.072088,0.07094443,5,2,47,3,4,2,4,2,5,5,3,3,2,4,3,5,5,5,3,5,3,3,5,4,0.0030050592,442,6943
"ESS10e03_2",10,"3.2","02.11.2023",19417,"EE",0.9993511,0.7790892,0.072088,0.056162987,5,1,64,3,4,2,5,2,3,2,2,2,2,3,1,3,2,5,1,3,2,3,1,3,0.003007598,436,6579
"ESS10e03_2",10,"3.2","02.11.2023",19428,"EE",0.99947894,1.0817406,0.072088,0.07798052,5,1,75,4,4,3,3,3,5,3,3,5,3,3,2,4,2,5,3,5,2,1,5,5,0.0030072134,439,6685
"ESS10e03_2",10,"3.2","02.11.2023",19439,"EE",0.9993511,0.7815601,0.072088,0.056341108,4,1,29,3,5,3,4,4,3,3,2,3,3,3,3,3,3,3,3,5,3,2,4,4,0.003007598,436,6122
"ESS10e03_2",10,"3.2","02.11.2023",19459,"EE",0.9975014,0.7776472,0.072088,0.056059033,5,1,67,2,3,3,3,3,3,2,3,5,3,2,4,3,3,3,3,3,2,3,3,3,0.0030131752,440,7433
"ESS10e03_2",10,"3.2","02.11.2023",19470,"EE",1.0001954,0.7298586,0.072088,0.052614048,1,2,90,5,3,2,2,2,3,2,3,2,3,2,1,2,1,5,2,2,1,2,2,2,0.0030050592,442,7335
"ESS10e03_2",10,"3.2","02.11.2023",19484,"EE",1.0001954,0.84260833,0.072088,0.060741954,6,2,45,3,5,2,5,4,4,3,1,3,3,2,3,5,3,5,4,5,2,2,4,5,0.0030050592,442,7481
"ESS10e03_2",10,"3.2","02.11.2023",19509,"EE",1.0009022,0.75659955,0.072088,0.05454175,4,2,73,3,6,2,4,2,5,5,2,5,2,3,2,5,2,3,3,2,3,1,3,4,0.0030029372,437,7659
"ESS10e03_2",10,"3.2","02.11.2023",19516,"EE",1.0001954,0.9841364,0.072088,0.07094443,6,2,54,3,5,2,2,1,6,5,2,3,2,4,2,4,2,6,1,2,1,1,2,3,0.0030050592,442,6599
"ESS10e03_2",10,"3.2","02.11.2023",19518,"EE",1.0010029,0.7304478,0.072088,0.052656524,88,2,90,5,5,2,5,1,5,2,2,2,4,3,1,5,1,5,1,5,2,1,1,6,0.0030026352,443,6959
"ESS10e03_2",10,"3.2","02.11.2023",19582,"EE",1.0001954,1.2162174,0.072088,0.087674685,4,2,76,3,6,2,6,3,5,2,2,2,5,3,2,6,2,6,2,5,2,2,2,3,0.0030050592,442,6738
"ESS10e03_2",10,"3.2","02.11.2023",19583,"EE",1.0001954,1.2162174,0.072088,0.087674685,7,2,74,2,5,2,5,2,6,1,1,1,2,5,1,5,2,6,2,3,1,2,3,5,0.0030050592,442,7654
"ESS10e03_2",10,"3.2","02.11.2023",19587,"EE",1.0001954,1.2162174,0.072088,0.087674685,6,2,73,3,5,5,5,3,3,5,2,3,3,2,3,5,3,3,4,5,2,2,3,5,0.0030050592,442,7466
"ESS10e03_2",10,"3.2","02.11.2023",19598,"EE",1.0009022,1.2170768,0.072088,0.08773664,6,2,62,2,6,2,4,3,3,3,1,2,4,1,2,6,2,4,1,5,1,1,1,4,0.0030029372,437,7523
"ESS10e03_2",10,"3.2","02.11.2023",19602,"EE",0.99947894,1.6295564,0.072088,0.11747147,7,1,15,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,5,2,2,5,3,0.0030072134,439,7171
"ESS10e03_2",10,"3.2","02.11.2023",19628,"EE",0.9993511,1.1847209,0.072088,0.085404165,5,1,36,2,5,2,5,5,2,3,2,2,3,3,3,5,2,2,2,3,2,3,5,3,0.003007598,436,7390
"ESS10e03_2",10,"3.2","02.11.2023",19630,"EE",1.0001954,0.84260833,0.072088,0.060741954,7,2,52,5,5,2,4,1,3,2,1,2,2,2,3,3,1,3,3,5,2,1,3,2,0.0030050592,442,6530
"ESS10e03_2",10,"3.2","02.11.2023",19638,"EE",1.0001954,0.7560653,0.072088,0.05450324,10,2,72,2,4,3,2,5,5,5,5,2,5,4,6,6,2,5,2,4,4,2,2,4,0.0030050592,442,6451
"ESS10e03_2",10,"3.2","02.11.2023",19657,"EE",1.0009022,0.9848319,0.072088,0.07099456,88,2,52,1,4,1,3,1,1,1,1,3,1,1,1,1,1,1,1,4,1,1,1,2,0.0030029372,437,6757
"ESS10e03_2",10,"3.2","02.11.2023",19663,"EE",1.0010029,0.7304478,0.072088,0.052656524,8,2,77,2,6,4,6,2,5,2,2,1,2,2,2,6,1,6,1,3,1,1,2,6,0.0030026352,443,6263
"ESS10e03_2",10,"3.2","02.11.2023",19685,"EE",1.0001954,0.84260833,0.072088,0.060741954,4,2,38,2,4,2,1,2,2,3,2,6,2,2,3,2,1,5,3,3,2,1,2,3,0.0030050592,442,6424
"ESS10e03_2",10,"3.2","02.11.2023",19687,"EE",1.0010029,0.7566757,0.072088,0.054547243,7,2,68,3,5,2,5,2,5,6,3,2,2,1,2,5,2,2,2,5,2,2,5,5,0.0030026352,443,7037
"ESS10e03_2",10,"3.2","02.11.2023",19690,"EE",0.9993511,1.4472986,0.072088,0.10433287,2,1,22,3,2,2,3,2,1,5,2,4,1,2,3,2,2,3,2,4,2,1,3,2,0.003007598,436,6453
"ESS10e03_2",10,"3.2","02.11.2023",19697,"EE",1.0009022,0.75659955,0.072088,0.05454175,88,2,77,3,5,1,2,2,4,5,1,1,5,3,1,6,5,4,2,6,2,2,2,5,0.0030029372,437,6406
"ESS10e03_2",10,"3.2","02.11.2023",19718,"EE",1.0026032,0.7578854,0.072088,0.054634444,4,2,79,3,5,6,5,3,5,5,4,2,5,2,3,5,3,6,2,5,2,2,4,5,0.0029978424,444,6905
"ESS10e03_2",10,"3.2","02.11.2023",19737,"EE",1.0009022,1.2324395,0.072088,0.088844106,6,2,30,4,5,2,3,4,3,4,2,2,2,1,4,3,4,3,3,4,2,5,5,4,0.0030029372,437,7086
"ESS10e03_2",10,"3.2","02.11.2023",19747,"EE",1.0001954,0.72481614,0.072088,0.05225055,5,2,51,1,5,1,5,2,2,5,2,1,5,2,1,5,2,5,5,5,1,2,5,5,0.0030050592,442,7069
"ESS10e03_2",10,"3.2","02.11.2023",19762,"EE",1.0009022,1.3318133,0.072088,0.096007764,6,2,30,4,5,2,4,2,4,3,2,2,2,3,2,4,2,5,3,3,1,3,2,4,0.0030029372,437,7552
"ESS10e03_2",10,"3.2","02.11.2023",19794,"EE",1.0001954,0.7560653,0.072088,0.05450324,6,2,78,3,5,1,3,2,1,2,3,2,2,1,1,1,1,2,1,2,2,1,1,2,0.0030050592,442,6505
"ESS10e03_2",10,"3.2","02.11.2023",19808,"EE",1.0007516,0.75648576,0.072088,0.05453355,5,2,60,2,3,1,1,1,2,2,2,2,2,2,2,3,1,3,1,4,1,1,3,3,0.0030033889,445,6572
"ESS10e03_2",10,"3.2","02.11.2023",19809,"EE",1.0001954,0.84260833,0.072088,0.060741954,9,2,37,3,3,2,4,2,6,5,2,4,3,1,4,4,4,6,2,3,2,2,2,4,0.0030050592,442,6966
"ESS10e03_2",10,"3.2","02.11.2023",19825,"EE",1.0001954,1.2315693,0.072088,0.08878137,7,2,26,4,3,2,2,2,2,4,1,4,2,1,1,1,3,1,2,3,1,2,3,2,0.0030050592,442,7216
"ESS10e03_2",10,"3.2","02.11.2023",19837,"EE",1.0009022,0.84320384,0.072088,0.06078488,7,2,49,2,4,1,5,5,4,5,8,5,4,1,3,3,2,5,5,5,3,3,5,6,0.0030029372,437,7357
"ESS10e03_2",10,"3.2","02.11.2023",19854,"EE",0.9993511,1.4472986,0.072088,0.10433287,5,1,25,1,4,2,3,2,1,5,2,5,1,1,3,2,4,2,2,4,1,1,3,4,0.003007598,436,6566
"ESS10e03_2",10,"3.2","02.11.2023",19868,"EE",0.9993511,1.4472986,0.072088,0.10433287,88,1,25,4,4,2,5,2,5,3,2,3,4,3,3,5,2,5,2,5,2,2,5,5,0.003007598,436,6737
"ESS10e03_2",10,"3.2","02.11.2023",19872,"EE",1.0001954,1.2162174,0.072088,0.087674685,5,2,61,3,5,3,4,3,4,5,2,2,2,1,3,4,3,4,3,5,2,3,2,2,0.0030050592,442,6744
"ESS10e03_2",10,"3.2","02.11.2023",19882,"EE",1.0026032,0.7316156,0.072088,0.052740708,10,2,62,5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,6,1,1,3,1,0.0029978424,444,6165
"ESS10e03_2",10,"3.2","02.11.2023",19887,"EE",1.0009022,0.75659955,0.072088,0.05454175,7,2,61,5,5,2,3,2,3,2,2,2,2,2,1,4,2,5,2,5,2,4,4,5,0.0030029372,437,7277
"ESS10e03_2",10,"3.2","02.11.2023",19899,"EE",1.0009022,0.7303744,0.072088,0.05265123,5,2,77,5,6,6,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,0.0030029372,437,6937
"ESS10e03_2",10,"3.2","02.11.2023",19917,"EE",1.0009022,1.2170768,0.072088,0.08773664,5,2,63,3,5,2,2,1,4,5,2,2,2,2,1,3,2,5,2,5,1,1,1,4,0.0030029372,437,6195
"ESS10e03_2",10,"3.2","02.11.2023",19928,"EE",1.0009022,0.84320384,0.072088,0.06078488,4,2,50,3,3,2,1,3,1,3,3,4,3,3,2,3,3,2,3,3,2,2,2,2,0.0030029372,437,6723
"ESS10e03_2",10,"3.2","02.11.2023",19942,"EE",0.9993511,0.7790892,0.072088,0.056162987,5,1,83,3,4,2,3,1,4,3,3,2,3,2,3,3,2,5,3,4,3,2,3,4,0.003007598,436,7006
"ESS10e03_2",10,"3.2","02.11.2023",19948,"EE",1.0001954,1.2162174,0.072088,0.087674685,5,2,55,1,4,1,1,1,5,1,1,6,1,1,1,3,1,1,2,1,1,1,1,1,0.0030050592,442,7180
"ESS10e03_2",10,"3.2","02.11.2023",19952,"EE",1.0010029,0.7304478,0.072088,0.052656524,5,2,88,4,5,1,5,2,6,1,2,1,5,1,5,6,5,6,1,5,2,2,1,6,0.0030026352,443,6996
"ESS10e03_2",10,"3.2","02.11.2023",19959,"EE",1.0009022,0.75659955,0.072088,0.05454175,88,2,57,3,4,3,3,2,5,3,3,2,5,3,5,4,5,5,2,3,3,3,3,5,0.0030029372,437,6882
"ESS10e03_2",10,"3.2","02.11.2023",19966,"EE",1.0009022,1.2324395,0.072088,0.088844106,8,2,34,2,5,1,5,4,3,2,1,2,5,2,1,6,4,4,1,6,1,1,1,3,0.0030029372,437,7074
"ESS10e03_2",10,"3.2","02.11.2023",19973,"EE",0.9990817,0.9387771,0.072088,0.06767456,8,1,45,3,4,5,4,1,4,4,2,2,3,3,4,4,5,4,4,4,2,1,2,4,0.003008409,441,7204
"ESS10e03_2",10,"3.2","02.11.2023",19974,"EE",1.0001954,0.9841364,0.072088,0.07094443,3,2,52,2,5,2,5,2,5,5,3,5,2,1,3,5,2,5,3,5,2,2,4,5,0.0030050592,442,6712
"ESS10e03_2",10,"3.2","02.11.2023",19979,"EE",0.9990817,0.9387771,0.072088,0.06767456,5,1,54,2,5,1,5,2,3,1,1,1,3,4,1,5,1,4,1,5,1,1,5,5,0.003008409,441,6764
"ESS10e03_2",10,"3.2","02.11.2023",19995,"EE",1.0010029,0.7304478,0.072088,0.052656524,7,2,76,5,2,2,5,1,5,3,4,2,5,2,2,5,1,5,1,5,2,1,1,5,0.0030026352,443,7160
"ESS10e03_2",10,"3.2","02.11.2023",20008,"EE",0.9993511,0.93903023,0.072088,0.067692816,6,1,46,1,5,1,1,3,4,6,1,1,5,1,1,3,2,6,1,6,1,1,3,4,0.003007598,436,6179
"ESS10e03_2",10,"3.2","02.11.2023",20048,"EE",1.0001954,0.7560653,0.072088,0.05450324,0,2,62,5,5,5,5,2,3,5,2,1,5,1,2,5,1,6,1,3,5,1,3,5,0.0030050592,442,6832
"ESS10e03_2",10,"3.2","02.11.2023",20060,"EE",1.0009022,0.75659955,0.072088,0.05454175,1,2,66,3,5,1,1,1,1,4,1,5,1,1,1,2,1,1,2,5,1,1,1,5,0.0030029372,437,7012
"ESS10e03_2",10,"3.2","02.11.2023",20070,"EE",0.9990817,1.4469085,0.072088,0.104304746,9,1,27,1,3,3,2,2,3,6,3,4,2,2,2,2,5,2,5,3,1,2,1,2,0.003008409,441,7351
"ESS10e03_2",10,"3.2","02.11.2023",20077,"EE",0.9975014,0.7776472,0.072088,0.056059033,5,1,68,6,6,2,5,1,3,2,2,1,3,3,2,4,1,6,4,3,3,1,3,5,0.0030131752,440,7296
"ESS10e03_2",10,"3.2","02.11.2023",20081,"EE",0.99883705,0.77868843,0.072088,0.056134094,5,1,70,2,5,2,5,5,2,5,2,4,2,2,4,5,5,2,3,5,2,2,4,3,0.0030091458,438,6859
"ESS10e03_2",10,"3.2","02.11.2023",20087,"EE",0.9990817,0.77887917,0.072088,0.056147844,0,1,69,5,5,2,3,2,2,2,3,1,2,3,3,2,2,3,1,5,2,2,5,3,0.003008409,441,7282
"ESS10e03_2",10,"3.2","02.11.2023",20104,"EE",1.0009022,0.75659955,0.072088,0.05454175,5,2,63,5,5,3,6,6,3,2,2,2,3,2,1,1,1,2,3,4,2,3,6,6,0.0030029372,437,6786
"ESS10e03_2",10,"3.2","02.11.2023",20107,"EE",0.9993511,1.1847209,0.072088,0.085404165,5,1,47,1,2,3,2,3,2,3,2,3,3,1,2,2,2,4,3,3,2,1,3,3,0.003007598,436,7562
"ESS10e03_2",10,"3.2","02.11.2023",20108,"EE",1.0001954,0.7560653,0.072088,0.05450324,6,2,68,5,6,2,2,2,4,2,5,2,2,2,2,2,2,4,2,5,2,2,2,2,0.0030050592,442,6972
"ESS10e03_2",10,"3.2","02.11.2023",20109,"EE",0.9993511,1.1847209,0.072088,0.085404165,6,1,51,3,3,2,3,3,4,4,2,4,3,2,3,3,2,4,2,3,3,3,5,3,0.003007598,436,7317
"ESS10e03_2",10,"3.2","02.11.2023",20136,"EE",1.0001954,0.7560653,0.072088,0.05450324,5,2,73,4,4,2,4,2,4,3,2,2,4,3,3,4,2,5,3,4,3,2,3,4,0.0030050592,442,6430
"ESS10e03_2",10,"3.2","02.11.2023",20139,"EE",1.0001954,1.351508,0.072088,0.09742752,5,2,16,3,3,3,4,3,1,3,3,3,3,1,3,3,4,3,3,4,2,1,6,3,0.0030050592,442,6896
"ESS10e03_2",10,"3.2","02.11.2023",20156,"EE",0.9993511,1.4472986,0.072088,0.10433287,5,1,30,2,2,3,2,2,2,5,2,2,2,2,3,2,2,3,4,5,1,1,6,3,0.003007598,436,7153
"ESS10e03_2",10,"3.2","02.11.2023",20167,"EE",1.0009022,0.84320384,0.072088,0.06078488,5,2,46,1,4,1,1,2,4,4,1,2,1,1,2,4,2,2,3,4,1,1,1,3,0.0030029372,437,7125
"ESS10e03_2",10,"3.2","02.11.2023",20169,"EE",0.9990817,0.9387771,0.072088,0.06767456,9,1,40,4,4,4,4,2,2,3,1,2,2,1,2,1,1,5,2,3,2,3,4,3,0.003008409,441,7050
"ESS10e03_2",10,"3.2","02.11.2023",20172,"EE",1.0009022,1.3524631,0.072088,0.09749637,5,2,33,2,6,1,3,1,2,4,1,2,3,1,1,3,2,3,2,6,1,2,2,2,0.0030029372,437,6498
"ESS10e03_2",10,"3.2","02.11.2023",20179,"EE",0.9993511,0.84281754,0.072088,0.060757034,0,1,90,5,5,1,4,5,2,1,1,1,4,2,2,5,2,1,1,1,1,1,2,2,0.003007598,436,6871
"ESS10e03_2",10,"3.2","02.11.2023",20189,"EE",1.0001954,1.3308729,0.072088,0.09593997,5,2,20,2,3,2,3,3,4,4,3,2,3,2,2,3,3,4,2,4,1,1,4,4,0.0030050592,442,6883
"ESS10e03_2",10,"3.2","02.11.2023",20194,"EE",1.0001954,0.84260833,0.072088,0.060741954,5,2,51,3,5,4,5,4,5,4,2,3,2,3,2,4,2,5,4,4,2,2,5,4,0.0030050592,442,6805
"ESS10e03_2",10,"3.2","02.11.2023",20199,"EE",0.9993511,1.1847209,0.072088,0.085404165,5,1,38,1,4,3,3,3,5,3,3,3,2,2,2,3,2,4,4,4,2,2,5,4,0.003007598,436,6131
"ESS10e03_2",10,"3.2","02.11.2023",20223,"EE",0.9993511,0.7790892,0.072088,0.056162987,5,1,55,3,5,3,5,3,4,3,3,5,3,3,2,5,1,5,4,6,1,1,5,5,0.003007598,436,7378
"ESS10e03_2",10,"3.2","02.11.2023",20234,"EE",1.0026032,0.7578854,0.072088,0.054634444,8,2,70,4,4,4,6,4,5,6,5,4,4,4,1,5,4,5,5,3,2,1,3,5,0.0029978424,444,6299
"ESS10e03_2",10,"3.2","02.11.2023",20240,"EE",0.9990817,1.4469085,0.072088,0.104304746,7,1,32,3,3,2,5,4,4,4,2,2,2,2,4,5,1,4,5,5,2,2,5,4,0.003008409,441,7232
"ESS10e03_2",10,"3.2","02.11.2023",20243,"EE",1.0001954,0.9841364,0.072088,0.07094443,6,2,54,3,5,1,6,1,1,4,1,2,3,2,2,6,3,4,1,6,1,1,3,6,0.0030050592,442,6681
"ESS10e03_2",10,"3.2","02.11.2023",20244,"EE",1.0026032,1.3340766,0.072088,0.096170925,5,2,20,5,5,1,3,2,1,4,2,4,1,1,1,1,2,1,2,4,1,1,1,1,0.0029978424,444,7469
"ESS10e03_2",10,"3.2","02.11.2023",20264,"EE",1.0001954,1.2162174,0.072088,0.087674685,5,2,69,6,6,5,5,2,5,5,2,4,4,1,4,5,2,4,2,5,2,2,5,5,0.0030050592,442,7492
"ESS10e03_2",10,"3.2","02.11.2023",20276,"EE",1.0001954,1.3308729,0.072088,0.09593997,2,2,25,3,4,1,4,5,4,3,2,2,1,3,2,2,3,4,1,6,1,3,5,3,0.0030050592,442,7154
"ESS10e03_2",10,"3.2","02.11.2023",20283,"EE",1.0001954,1.3308729,0.072088,0.09593997,2,2,21,3,5,2,4,4,3,5,1,5,2,2,2,4,3,3,4,4,2,5,4,3,0.0030050592,442,7507
"ESS10e03_2",10,"3.2","02.11.2023",20287,"EE",0.9993511,0.7790892,0.072088,0.056162987,5,1,62,5,5,2,5,2,5,5,2,2,2,2,3,5,2,5,2,5,2,2,2,4,0.003007598,436,6355
"ESS10e03_2",10,"3.2","02.11.2023",20292,"EE",1.0001954,0.9841364,0.072088,0.07094443,4,2,43,6,6,2,3,1,6,3,5,3,1,1,3,3,2,5,1,3,2,1,3,3,0.0030050592,442,7097
"ESS10e03_2",10,"3.2","02.11.2023",20293,"EE",1.0001954,0.7560653,0.072088,0.05450324,6,2,67,4,5,2,2,2,5,2,2,5,2,2,4,2,2,2,2,4,2,2,4,5,0.0030050592,442,6428
"ESS10e03_2",10,"3.2","02.11.2023",20309,"EE",1.0026032,0.9865056,0.072088,0.07111522,5,2,45,3,5,2,6,1,4,3,4,1,3,1,3,6,3,6,1,5,2,2,5,5,0.0029978424,444,7065
"ESS10e03_2",10,"3.2","02.11.2023",20314,"EE",1.0001954,0.84260833,0.072088,0.060741954,8,2,39,1,1,2,1,1,3,5,1,5,1,1,1,3,2,3,5,5,2,2,3,1,0.0030050592,442,6585
"ESS10e03_2",10,"3.2","02.11.2023",20353,"EE",1.0001954,0.7560653,0.072088,0.05450324,5,2,64,5,4,1,1,1,1,1,1,6,1,1,2,1,1,6,1,6,1,1,1,1,0.0030050592,442,6174
"ESS10e03_2",10,"3.2","02.11.2023",20360,"EE",0.9993511,0.84281754,0.072088,0.060757034,8,1,75,2,5,4,3,3,2,3,3,2,4,2,3,3,5,5,3,4,3,2,3,3,0.003007598,436,7331
"ESS10e03_2",10,"3.2","02.11.2023",20364,"EE",1.0026032,0.9865056,0.072088,0.07111522,88,2,50,4,5,3,5,1,4,4,2,2,3,3,3,5,2,5,2,6,1,2,2,5,0.0029978424,444,7635
"ESS10e03_2",10,"3.2","02.11.2023",20385,"EE",0.9975014,0.8412576,0.072088,0.06064458,6,1,78,2,4,8,8,1,8,3,3,4,3,3,3,5,1,5,2,5,2,1,2,5,0.0030131752,440,6500
"ESS10e03_2",10,"3.2","02.11.2023",20389,"EE",1.0001954,1.2315693,0.072088,0.08878137,5,2,34,2,3,2,2,2,4,5,2,5,3,2,2,2,2,5,4,2,2,2,4,5,0.0030050592,442,6464
"ESS10e03_2",10,"3.2","02.11.2023",20403,"EE",1.0026032,1.2191452,0.072088,0.087885745,4,2,55,3,5,1,5,4,5,3,2,2,5,2,1,5,4,5,2,4,2,1,2,6,0.0029978424,444,7626
"ESS10e03_2",10,"3.2","02.11.2023",20418,"EE",0.9990817,0.77887917,0.072088,0.056147844,6,1,70,1,2,2,4,2,2,2,2,1,1,1,1,3,2,6,1,4,1,1,1,1,0.003008409,441,7402
"ESS10e03_2",10,"3.2","02.11.2023",20422,"EE",1.0009022,0.7303744,0.072088,0.05265123,5,2,66,2,5,2,5,2,2,3,4,2,4,1,5,5,2,5,2,5,3,2,4,6,0.0030029372,437,6292
"ESS10e03_2",10,"3.2","02.11.2023",20425,"EE",0.9990817,0.78134936,0.072088,0.056325916,7,1,24,1,4,2,2,4,3,6,2,2,1,2,2,5,1,1,3,2,1,1,5,1,0.003008409,441,7016
"ESS10e03_2",10,"3.2","02.11.2023",20427,"EE",1.0001954,0.7560653,0.072088,0.05450324,5,2,74,4,2,2,5,2,5,4,2,2,3,2,2,4,2,5,2,2,2,2,5,5,0.0030050592,442,6283
"ESS10e03_2",10,"3.2","02.11.2023",20428,"EE",0.9975014,1.1825281,0.072088,0.08524609,10,1,50,1,3,3,3,3,5,4,3,2,6,1,2,1,1,3,2,2,2,1,2,1,0.0030131752,440,6938
"ESS10e03_2",10,"3.2","02.11.2023",20435,"EE",0.9993511,0.84281754,0.072088,0.060757034,5,1,62,3,5,5,5,2,5,5,2,3,2,1,2,4,2,5,2,3,3,2,2,3,0.003007598,436,7310
"ESS10e03_2",10,"3.2","02.11.2023",20441,"EE",1.0026032,0.7578854,0.072088,0.054634444,5,2,61,2,4,2,3,4,4,3,2,5,4,1,2,3,2,5,4,4,2,2,3,4,0.0029978424,444,7148
"ESS10e03_2",10,"3.2","02.11.2023",20467,"EE",0.9990817,1.1844015,0.072088,0.08538114,3,1,48,2,5,5,4,2,1,2,2,3,4,3,2,5,1,3,2,5,1,2,5,4,0.003008409,441,7178
"ESS10e03_2",10,"3.2","02.11.2023",20512,"EE",0.9993511,0.93903023,0.072088,0.067692816,9,1,46,2,4,5,4,3,3,5,2,2,5,3,4,4,5,4,4,5,2,2,3,4,0.003007598,436,6567
"ESS10e03_2",10,"3.2","02.11.2023",20515,"EE",0.9990817,0.77887917,0.072088,0.056147844,5,1,70,3,5,3,5,5,2,2,3,2,5,2,3,5,3,3,2,5,2,3,4,4,0.003008409,441,7389
"ESS10e03_2",10,"3.2","02.11.2023",20546,"EE",1.0026032,0.7578854,0.072088,0.054634444,8,2,88,3,5,2,2,2,2,2,2,3,3,2,3,6,2,6,2,6,2,2,5,2,0.0029978424,444,7621
"ESS10e03_2",10,"3.2","02.11.2023",20558,"EE",0.99883705,1.2837796,0.072088,0.09254511,5,1,44,4,5,3,5,2,3,4,1,1,2,2,3,3,3,4,2,4,1,2,2,4,0.0030091458,438,6636
"ESS10e03_2",10,"3.2","02.11.2023",20566,"EE",1.0001954,1.2315693,0.072088,0.08878137,5,2,26,2,3,3,4,3,3,5,3,4,2,1,2,3,3,3,3,5,1,2,4,3,0.0030050592,442,6884
"ESS10e03_2",10,"3.2","02.11.2023",20567,"EE",1.0001954,1.2315693,0.072088,0.08878137,3,2,34,2,5,2,4,3,3,5,2,5,2,1,4,2,2,5,3,2,2,1,6,3,0.0030050592,442,6782
"ESS10e03_2",10,"3.2","02.11.2023",20571,"EE",0.9975014,0.7776472,0.072088,0.056059033,3,1,58,4,6,2,2,2,4,2,2,4,1,2,2,2,2,2,2,5,2,2,2,5,0.0030131752,440,7366
"ESS10e03_2",10,"3.2","02.11.2023",20586,"EE",0.9993511,0.7815601,0.072088,0.056341108,5,1,33,3,2,2,4,6,1,5,2,5,2,1,2,2,3,2,5,3,2,3,2,2,0.003007598,436,6409
"ESS10e03_2",10,"3.2","02.11.2023",20596,"EE",1.0009022,0.75659955,0.072088,0.05454175,6,2,82,5,6,2,3,2,1,4,1,1,3,1,1,3,3,5,2,3,1,2,4,5,0.0030029372,437,6911
"ESS10e03_2",10,"3.2","02.11.2023",20604,"EE",0.99947894,0.7791889,0.072088,0.05617017,5,1,58,4,5,2,4,2,5,4,2,2,3,2,2,4,2,5,2,4,2,2,5,6,0.0030072134,439,6640
"ESS10e03_2",10,"3.2","02.11.2023",20613,"EE",1.0010029,0.84328866,0.072088,0.060790997,1,2,50,1,6,1,3,1,1,2,2,5,4,4,1,3,3,5,4,4,2,3,3,5,0.0030026352,443,6541
"ESS10e03_2",10,"3.2","02.11.2023",20632,"EE",1.0009022,0.84320384,0.072088,0.06078488,10,2,43,3,3,3,4,4,2,3,2,4,2,1,2,2,2,5,2,2,2,2,3,2,0.0030029372,437,7647
"ESS10e03_2",10,"3.2","02.11.2023",20647,"EE",1.0009022,0.75659955,0.072088,0.05454175,5,2,70,2,3,1,4,2,4,2,2,3,3,1,2,4,2,5,3,3,2,2,3,4,0.0030029372,437,6897
"ESS10e03_2",10,"3.2","02.11.2023",20681,"EE",1.0010029,0.7304478,0.072088,0.052656524,88,2,72,5,5,4,5,1,4,2,2,2,3,3,3,5,4,5,3,4,2,2,3,4,0.0030026352,443,7240
"ESS10e03_2",10,"3.2","02.11.2023",20690,"EE",1.0010029,1.2171992,0.072088,0.08774546,6,2,61,4,5,5,5,2,3,5,3,3,3,4,2,4,5,5,2,3,2,2,3,5,0.0030026352,443,6302
"ESS10e03_2",10,"3.2","02.11.2023",20695,"EE",0.99947894,0.93915033,0.072088,0.067701474,4,1,42,3,5,2,5,4,5,3,3,2,5,3,4,5,4,4,2,3,2,2,2,6,0.0030072134,439,6206
